corp_name,stock_code,rcept_dt,report_nm,rcept_no,per_share_common,yield_common,total_amount,record_date,payment_date,meeting_held,meeting_date,board_decision_date,days_to_payment,days_to_payment_missing
세운메디칼,100700,1970-01-01 00:00:00.020150227,현금ㆍ현물배당결정,20150227900723,25.0,0.4,1082277500.0,2014-12-31,,주주총회,2015-03-30,2015-02-27,-1.0,1
알리코제약,260660,1970-01-01 00:00:00.020231218,[기재정정]현금ㆍ현물배당결정,20231218900395,130.0,2.26,1951740830.0,2023-12-31,,이사회,-,2023-12-18,-1.0,1
알리코제약,260660,1970-01-01 00:00:00.020230103,[기재정정]현금ㆍ현물배당결정,20230103900479,130.0,1.95,1951740830.0,2022-12-31,,이사회,-,2022-12-15,-1.0,1
알리코제약,260660,1970-01-01 00:00:00.020221215,현금ㆍ현물배당결정,20221215900723,130.0,1.5,1951740830.0,2022-12-31,,이사회,-,2022-12-15,-1.0,1
알리코제약,260660,1970-01-01 00:00:00.020220104,[기재정정]현금ㆍ현물배당결정,20220104900043,70.0,0.93,1055417370.0,2021-12-31,,이사회,-,2021-12-21,-1.0,1
알리코제약,260660,1970-01-01 00:00:00.020211221,현금ㆍ현물배당결정,20211221900217,70.0,1.5,1055417370.0,2021-12-31,,이사회,-,2021-12-21,-1.0,1
알리코제약,260660,1970-01-01 00:00:00.020210105,[기재정정]현금ㆍ현물배당결정,20210105900395,100.0,0.7,957600100.0,2020-12-31,,이사회,-,2020-12-15,-1.0,1
알리코제약,260660,1970-01-01 00:00:00.020201215,현금ㆍ현물배당결정,20201215900249,100.0,1.5,957600100.0,2020-12-31,,이사회,-,2020-12-15,-1.0,1
알리코제약,260660,1970-01-01 00:00:00.020200103,[기재정정]현금ㆍ현물배당결정,20200103900083,200.0,1.52,1916708200.0,2019-12-31,,주주총회,-,2019-12-24,-1.0,1
알리코제약,260660,1970-01-01 00:00:00.020191224,현금ㆍ현물배당결정,20191224900145,200.0,1.5,1916708200.0,2019-12-31,,주주총회,-,2019-12-24,-1.0,1
알리코제약,260660,1970-01-01 00:00:00.020180214,현금ㆍ현물배당결정,20180214900392,100.0,1.5,694007500.0,2017-12-31,,주주총회,2018-03-30,2018-02-14,-1.0,1
티앤엘,340570,1970-01-01 00:00:00.020241220,현금ㆍ현물배당결정              ,20241220900162,750.0,1.5,6054008250.0,2024-12-31,,주주총회,-,2024-12-20,-1.0,1
티앤엘,340570,1970-01-01 00:00:00.020240105,[기재정정]현금ㆍ현물배당결정,20240105900675,550.0,1.4,4439606050.0,2023-12-31,,주주총회,-,2023-12-20,-1.0,1
티앤엘,340570,1970-01-01 00:00:00.020231220,현금ㆍ현물배당결정,20231220900264,550.0,1.5,4439606050.0,2023-12-31,,주주총회,-,2023-12-20,-1.0,1
티앤엘,340570,1970-01-01 00:00:00.020230105,[기재정정]현금ㆍ현물배당결정,20230105900534,450.0,1.2,3632405400.0,2022-12-31,,주주총회,-,2022-12-21,-1.0,1
티앤엘,340570,1970-01-01 00:00:00.020221221,현금ㆍ현물배당결정,20221221900373,450.0,1.5,3632405400.0,2022-12-31,,주주총회,-,2022-12-21,-1.0,1
티앤엘,340570,1970-01-01 00:00:00.020201230,[기재정정]현금ㆍ현물배당결정,20201230901041,400.0,0.9,1625600000.0,2020-12-31,,주주총회,-,2020-12-21,-1.0,1
티앤엘,340570,1970-01-01 00:00:00.020211230,[기재정정]현금ㆍ현물배당결정,20211230900557,400.0,0.9,3251200000.0,2021-12-31,,주주총회,-,2021-12-24,-1.0,1
티앤엘,340570,1970-01-01 00:00:00.020211224,현금ㆍ현물배당결정,20211224900409,400.0,1.5,3251200000.0,2021-12-31,,주주총회,-,2021-12-24,-1.0,1
엑세스바이오,950130,1970-01-01 00:00:00.020230131,현금ㆍ현물배당결정,20230131900659,823.23,6.1,29895994977.0,2022-12-31,2023-04-19,주주총회,2023-03-28,2023-01-31,19465.0,0
티앤엘,340570,1970-01-01 00:00:00.020201221,현금ㆍ현물배당결정,20201221900273,400.0,1.5,1625600000.0,2020-12-31,,주주총회,-,2020-12-21,-1.0,1
수젠텍,253840,1970-01-01 00:00:00.020230302,현금ㆍ현물배당결정,20230302900919,150.0,1.39,2484129450.0,2022-12-31,,주주총회,2023-03-29,2023-03-02,-1.0,1
오상자이엘,53980,1970-01-01 00:00:00.020250307,현금ㆍ현물배당결정              ,20250307900909,300.0,8.89,5661809400.0,2024-12-31,,주주총회,2025-03-28,2025-03-07,-1.0,1
엔피씨,4250,1970-01-01 00:00:00.020230310,현금ㆍ현물배당결정,20230310800486,100.0,1.6,4201971405.0,2022-12-31,,개최,2023-03-31,2023-03-10,-1.0,1
엔피씨,4250,1970-01-01 00:00:00.020250312,현금ㆍ현물배당결정              ,20250312800880,105.0,2.4,4028914010.0,2024-12-31,,개최,2025-03-31,2025-03-12,-1.0,1
엔피씨,4250,1970-01-01 00:00:00.020240312,현금ㆍ현물배당결정              ,20240312801264,100.0,1.8,4138301705.0,2023-12-31,,개최,2024-03-29,2024-03-12,-1.0,1
엔피씨,4250,1970-01-01 00:00:00.020220310,현금ㆍ현물배당결정,20220310801694,100.0,1.0,4219167705.0,2021-12-31,,개최,2022-03-31,2022-03-10,-1.0,1
엔피씨,4250,1970-01-01 00:00:00.020210308,현금ㆍ현물배당결정,20210308800457,100.0,3.1,4219167705.0,2020-12-31,,개최,2021-03-31,2021-03-08,-1.0,1
엔피씨,4250,1970-01-01 00:00:00.020200309,현금ㆍ현물배당결정,20200309800906,100.0,2.6,4219167705.0,2019-12-31,,개최,2020-03-26,2020-03-09,-1.0,1
엔피씨,4250,1970-01-01 00:00:00.020190312,현금ㆍ현물배당결정,20190312801010,95.0,2.5,4009512100.0,2018-12-31,,개최,2019-03-27,2019-03-12,-1.0,1
엔피씨,4250,1970-01-01 00:00:00.020180313,현금ㆍ현물배당결정,20180313800734,90.0,1.7,3799856495.0,2017-12-31,,개최,2018-03-28,2018-03-13,-1.0,1
엔피씨,4250,1970-01-01 00:00:00.020170314,현금ㆍ현물배당결정,20170314800569,80.0,1.3,3380545285.0,2016-12-31,,개최,2017-03-29,2017-03-14,-1.0,1
엔피씨,4250,1970-01-01 00:00:00.020160314,현금ㆍ현물배당결정,20160314800434,75.0,1.0,3170049680.0,2015-12-31,,개최,2016-03-29,2016-03-14,-1.0,1
엔피씨,4250,1970-01-01 00:00:00.020130313,현금ㆍ현물배당결정,20130313800135,65.0,2.6,2697400000.0,2012-12-31,,개최,2013-03-29,2013-03-13,-1.0,1
엔피씨,4250,1970-01-01 00:00:00.020150316,현금ㆍ현물배당결정,20150316800561,70.0,1.3,2912528400.0,2014-12-31,,개최,2015-03-31,2014-03-16,-1.0,1
엔피씨,4250,1970-01-01 00:00:00.020140313,현금ㆍ현물배당결정,20140313801941,70.0,1.3,2883900000.0,2013-12-31,,개최,2014-03-28,2014-03-13,-1.0,1
휴온스글로벌,84110,1970-01-01 00:00:00.020250407,[기재정정]현금ㆍ현물배당결정(자회사의 주요경영사항)              ,20250407900651,330.0,1.3,3860373660.0,2025-03-31,2025-04-24,주주총회,2025-03-26,2025-02-11,20201.0,0
휴온스글로벌,84110,1970-01-01 00:00:00.020250211,현금ㆍ현물배당결정              ,20250211901063,250.0,0.7,3045005250.0,2025-03-31,2025-04-25,주주총회,2025-03-26,2025-02-11,20202.0,0
휴온스글로벌,84110,1970-01-01 00:00:00.020240809,현금ㆍ현물배당결정              (중간배당),20240809900132,275.0,1.14,3358898125.0,2024-06-30,2024-08-23,이사회,-,2024-08-09,19957.0,0
휴온스글로벌,84110,1970-01-01 00:00:00.020240214,현금ㆍ현물배당결정              ,20240214900307,275.0,1.2,3368220625.0,2024-04-01,2024-04-19,주주총회,-,2024-02-14,19831.0,0
휴온스글로벌,84110,1970-01-01 00:00:00.020230808,현금ㆍ현물배당결정(중간배당),20230808900067,250.0,1.19,3062018750.0,2023-06-30,2023-08-25,이사회,-,2023-08-08,19593.0,0
휴온스글로벌,84110,1970-01-01 00:00:00.020230214,현금ㆍ현물배당결정,20230214900193,500.0,2.54,6124037500.0,2022-12-31,,주주총회,-,2023-02-14,-1.0,1
휴온스글로벌,84110,1970-01-01 00:00:00.020220408,[기재정정]현금ㆍ현물배당결정(자회사의 주요경영사항),20220408900307,600.0,1.09,6455269200.0,2021-12-31,2022-04-22,주주총회,2022-03-25,2021-12-14,19103.0,0
휴온스글로벌,84110,1970-01-01 00:00:00.020220103,[기재정정]현금ㆍ현물배당결정(자회사의 주요경영사항),20220103900524,600.0,1.09,6455269200.0,2021-12-31,,주주총회,-,2021-12-14,-1.0,1
휴온스글로벌,84110,1970-01-01 00:00:00.020211214,현금ㆍ현물배당결정(자회사의 주요경영사항),20211214900292,600.0,1.5,6455269200.0,2021-12-31,,주주총회,-,2021-12-14,-1.0,1
휴온스글로벌,84110,1970-01-01 00:00:00.020210104,[기재정정]현금ㆍ현물배당결정(자회사의 주요경영사항),20210104900732,600.0,0.88,5873565600.0,2020-12-31,,주주총회,-,2020-12-16,-1.0,1
휴온스글로벌,84110,1970-01-01 00:00:00.020201216,현금ㆍ현물배당결정(자회사의 주요경영사항),20201216900305,600.0,1.5,5873565600.0,2020-12-31,,주주총회,-,2020-12-16,-1.0,1
휴온스글로벌,84110,1970-01-01 00:00:00.020200102,[기재정정]현금ㆍ현물배당결정(자회사의 주요경영사항),20200102900472,700.0,1.18,6278910400.0,2019-12-31,,주주총회,-,2019-12-18,-1.0,1
휴온스글로벌,84110,1970-01-01 00:00:00.020191218,현금ㆍ현물배당결정(자회사의 주요경영사항),20191218900413,700.0,1.5,6278910400.0,2019-12-31,,주주총회,-,2019-12-18,-1.0,1
휴온스글로벌,84110,1970-01-01 00:00:00.020190102,[기재정정]현금ㆍ현물배당결정,20190102900636,500.0,1.03,5170637500.0,2018-12-31,,주주총회,-,2018-12-07,-1.0,1
휴온스글로벌,84110,1970-01-01 00:00:00.020181207,현금ㆍ현물배당결정(자회사의 주요경영사항),20181207900381,800.0,1.5,6525378400.0,2018-12-31,,주주총회,-,2018-12-07,-1.0,1
휴온스글로벌,84110,1970-01-01 00:00:00.020180102,[기재정정]현금ㆍ현물배당결정(자회사의 주요경영사항),20180102900543,600.0,0.63,3709631400.0,2017-12-31,,주주총회,-,2017-12-15,-1.0,1
휴온스글로벌,84110,1970-01-01 00:00:00.020171215,현금ㆍ현물배당결정(자회사의 주요경영사항),20171215900528,600.0,1.5,3709631400.0,2017-12-31,,주주총회,-,2017-12-15,-1.0,1
휴온스글로벌,84110,1970-01-01 00:00:00.020161227,[기재정정]현금ㆍ현물배당결정,20161227900357,400.0,1.21,3864662000.0,2016-12-31,,주주총회,-,2016-12-19,-1.0,1
휴온스글로벌,84110,1970-01-01 00:00:00.020161219,현금ㆍ현물배당결정,20161219900281,400.0,1.5,3864662000.0,2016-12-31,,주주총회,-,2016-12-19,-1.0,1
휴온스글로벌,84110,1970-01-01 00:00:00.020160224,[기재정정]현금ㆍ현물배당결정,20160224900589,550.0,0.64,6209177150.0,2015-12-31,,주주총회,2016-03-25,2016-02-17,-1.0,1
휴온스글로벌,84110,1970-01-01 00:00:00.020150311,[기재정정]현금ㆍ현물배당결정,20150311901123,400.0,0.8,4520123200.0,2014-12-31,2015-04-24,이사회,2015-03-27,2014-12-17,16548.0,0
휴온스글로벌,84110,1970-01-01 00:00:00.020160217,현금ㆍ현물배당결정,20160217900070,550.0,0.64,6209177150.0,2015-12-31,,이사회,2016-03-25,2016-02-17,-1.0,1
휴온스글로벌,84110,1970-01-01 00:00:00.020141217,현금ㆍ현물배당결정,20141217900050,400.0,1.5,4520123200.0,2014-12-31,,주주총회,-,2014-12-17,-1.0,1
휴온스글로벌,84110,1970-01-01 00:00:00.020140217,현금ㆍ현물배당결정,20140217900080,200.0,0.5,2106405400.0,2013-12-31,,주주총회,-,2014-02-17,-1.0,1
휴온스글로벌,84110,1970-01-01 00:00:00.020130129,현금ㆍ현물배당결정,20130129900061,150.0,1.14,1374597150.0,2012-12-31,,미개최,-,2013-01-29,-1.0,1
케이엠,83550,1970-01-01 00:00:00.020250206,현금ㆍ현물배당결정              ,20250206901004,20.0,0.68,230664720.0,2024-12-31,,주주총회,2025-03-31,2025-02-06,-1.0,1
케이엠,83550,1970-01-01 00:00:00.020240221,현금ㆍ현물배당결정              ,20240221900319,30.0,0.63,328111230.0,2023-12-31,,주주총회,2024-03-29,2024-02-21,-1.0,1
케이엠,83550,1970-01-01 00:00:00.020230208,현금ㆍ현물배당결정,20230208900852,50.0,0.78,521073250.0,2022-12-31,,주주총회,2023-03-24,2023-02-08,-1.0,1
케이엠,83550,1970-01-01 00:00:00.020220211,현금ㆍ현물배당결정,20220211900502,70.0,0.81,695103430.0,2021-12-31,,주주총회,-,2022-02-11,-1.0,1
케이엠,83550,1970-01-01 00:00:00.020210205,현금ㆍ현물배당결정,20210205900294,100.0,0.7,946172300.0,2020-12-31,,주주총회,-,2021-02-05,-1.0,1
케이엠,83550,1970-01-01 00:00:00.020200207,현금ㆍ현물배당결정,20200207900380,50.0,0.6,466191300.0,2019-12-31,,주주총회,-,2020-02-07,-1.0,1
케이엠,83550,1970-01-01 00:00:00.020190201,현금ㆍ현물배당결정,20190201900492,50.0,0.7,459358450.0,2018-12-31,,주주총회,-,2019-02-01,-1.0,1
케이엠,83550,1970-01-01 00:00:00.020180206,현금ㆍ현물배당결정,20180206900378,50.0,0.83,452649950.0,2017-12-31,,주주총회,-,2018-02-06,-1.0,1
케이엠,83550,1970-01-01 00:00:00.020170203,현금ㆍ현물배당결정,20170203900430,30.0,0.47,268949700.0,2016-12-31,,주주총회,-,2017-02-03,-1.0,1
케이엠,83550,1970-01-01 00:00:00.020160202,현금ㆍ현물배당결정,20160202900191,100.0,1.61,896499000.0,2015-12-31,,주주총회,-,2016-02-02,-1.0,1
케이엠,83550,1970-01-01 00:00:00.020150212,현금ㆍ현물배당결정,20150212900280,70.0,1.9,627549300.0,2014-12-31,,주주총회,-,2015-02-12,-1.0,1
케이엠,83550,1970-01-01 00:00:00.020140207,현금ㆍ현물배당결정,20140207900050,50.0,1.7,448249500.0,2013-12-31,,주주총회,-,2014-02-07,-1.0,1
케이엠,83550,1970-01-01 00:00:00.020130208,현금ㆍ현물배당결정(현금배당),20130208900198,30.0,1.14,268949700.0,2012-12-31,,개최,-,2013-02-08,-1.0,1
두산,150,1970-01-01 00:00:00.020250214,현금ㆍ현물배당결정              ,20250214801434,2000.0,0.7,35851435000.0,2025-04-03,,개최,-,2025-02-14,-1.0,1
두산,150,1970-01-01 00:00:00.020240207,현금ㆍ현물배당결정              ,20240207801198,2000.0,2.1,35772341000.0,2024-04-02,,개최,-,2024-02-07,-1.0,1
두산,150,1970-01-01 00:00:00.020230209,현금ㆍ현물배당결정,20230209800670,2000.0,2.4,35772341000.0,2022-12-31,,개최,-,2023-02-09,-1.0,1
두산,150,1970-01-01 00:00:00.020220308,현금ㆍ현물배당결정,20220308801373,2000.0,1.7,35772341000.0,2021-12-31,,개최,2022-03-29,2022-03-08,-1.0,1
두산,150,1970-01-01 00:00:00.020210209,현금ㆍ현물배당결정,20210209801271,2000.0,3.7,19894954700.0,2020-12-31,,개최,-,2021-02-09,-1.0,1
두산,150,1970-01-01 00:00:00.020191029,현금ㆍ현물배당결정,20191029800256,1300.0,1.2,25552329400.0,2019-09-30,2019-11-06,미개최,-,2019-10-29,18205.0,0
두산,150,1970-01-01 00:00:00.020200214,현금ㆍ현물배당결정,20200214800785,1300.0,1.8,23312085500.0,2019-12-31,,개최,-,2020-02-14,-1.0,1
두산,150,1970-01-01 00:00:00.020190725,현금ㆍ현물배당결정,20190725800517,1300.0,1.3,25552329400.0,2019-06-30,,미개최,-,2019-07-25,-1.0,1
두산,150,1970-01-01 00:00:00.020190425,현금ㆍ현물배당결정,20190425800609,1300.0,1.4,25552329400.0,2019-03-31,,미개최,-,2019-04-25,-1.0,1
두산,150,1970-01-01 00:00:00.020190213,현금ㆍ현물배당결정,20190213800819,1300.0,1.1,25741842500.0,2018-12-31,,개최,-,2019-02-13,-1.0,1
두산,150,1970-01-01 00:00:00.020181106,현금ㆍ현물배당결정,20181106800487,1300.0,0.9,25552329400.0,2018-09-30,,미개최,-,2018-11-06,-1.0,1
두산,150,1970-01-01 00:00:00.020180726,현금ㆍ현물배당결정,20180726800361,1300.0,1.3,25552329400.0,2018-06-30,,미개최,-,2018-07-26,-1.0,1
두산,150,1970-01-01 00:00:00.020180426,현금ㆍ현물배당결정,20180426800995,1300.0,1.2,25552329400.0,2018-03-31,,미개최,-,2018-04-26,-1.0,1
두산,150,1970-01-01 00:00:00.020180208,현금ㆍ현물배당결정,20180208801211,5100.0,4.1,100433266900.0,2017-12-31,,개최,-,2018-02-08,-1.0,1
두산,150,1970-01-01 00:00:00.020170216,현금ㆍ현물배당결정,20170216800470,5100.0,4.5,100425616900.0,2016-12-31,,개최,-,2017-02-16,-1.0,1
두산,150,1970-01-01 00:00:00.020160204,현금ㆍ현물배당결정(자회사의 주요경영사항),20160204800558,850.0,3.81,96327888515.0,2015-12-31,,개최,-,2016-02-04,-1.0,1
두산,150,1970-01-01 00:00:00.020150205,현금ㆍ현물배당결정(자회사의 주요경영사항),20150205800743,750.0,3.07,86443313415.0,2014-12-31,,개최,-,2015-02-05,-1.0,1
두산,150,1970-01-01 00:00:00.020140728,현금ㆍ현물배당결정,20140728800203,500.0,0.4,10459154000.0,2014-06-30,2014-08-14,미개최,-,2014-07-28,16295.0,0
두산,150,1970-01-01 00:00:00.020140211,현금ㆍ현물배당결정,20140211800369,3000.0,2.19,62996208100.0,2013-12-31,,개최,-,2014-02-11,-1.0,1
두산,150,1970-01-01 00:00:00.020140213,현금ㆍ현물배당결정(자회사의 주요경영사항),20140213800422,750.0,2.2,74134313250.0,2013-12-31,,개최,-,2014-02-13,-1.0,1
두산,150,1970-01-01 00:00:00.020130729,현금ㆍ현물배당결정,20130729800240,500.0,0.4,10564472500.0,2013-06-30,2013-08-14,미개최,-,2013-07-29,15930.0,0
두산,150,1970-01-01 00:00:00.020130204,현금ㆍ현물배당결정,20130204800310,3000.0,2.47,63735249100.0,2012-12-31,,개최,-,2013-02-04,-1.0,1
마크로젠,38290,1970-01-01 00:00:00.020250214,현금ㆍ현물배당결정              ,20250214901384,300.0,1.8,3252420000.0,2024-12-31,2025-04-23,이사회,2025-03-31,2025-02-14,20200.0,0
마크로젠,38290,1970-01-01 00:00:00.020240215,현금ㆍ현물배당결정              ,20240215900990,300.0,1.5,2993717100.0,2023-12-31,2024-04-25,이사회,2024-03-29,2024-02-15,19837.0,0
마크로젠,38290,1970-01-01 00:00:00.020230216,현금ㆍ현물배당결정,20230216900534,300.0,1.6,3012017100.0,2022-12-31,,이사회,2023-03-31,2023-02-16,-1.0,1
마크로젠,38290,1970-01-01 00:00:00.020220216,현금ㆍ현물배당결정,20220216900437,300.0,1.0,2966626800.0,2021-12-31,,이사회,2022-03-31,2022-02-16,-1.0,1
동양,1520,1970-01-01 00:00:00.020240308,현금ㆍ현물배당결정              ,20240308800979,40.0,3.88,7688816970.0,2023-12-31,2024-04-26,개최,2024-03-28,2024-03-08,19838.0,0
마크로젠,38290,1970-01-01 00:00:00.020210304,현금ㆍ현물배당결정,20210304900166,300.0,1.2,2927361000.0,2020-12-31,,이사회,2021-03-31,2021-03-04,-1.0,1
동양,1520,1970-01-01 00:00:00.020220311,현금ㆍ현물배당결정,20220311800663,40.0,2.7,8023510210.0,2021-12-31,2022-04-28,개최,2022-03-29,2022-03-11,19109.0,0
동양,1520,1970-01-01 00:00:00.020210312,현금ㆍ현물배당결정,20210312801164,40.0,3.34,8023536970.0,2020-12-31,2021-04-30,개최,2021-03-30,2021-03-12,18746.0,0
동양,1520,1970-01-01 00:00:00.020230309,현금ㆍ현물배당결정,20230309800936,40.0,3.86,7813667450.0,2022-12-31,2023-04-28,개최,2023-03-29,2023-03-09,19474.0,0
동양,1520,1970-01-01 00:00:00.020200309,현금ㆍ현물배당결정,20200309800945,40.0,2.79,8161536410.0,2019-12-31,2020-04-27,개최,2020-03-27,2020-03-09,18378.0,0
동양,1520,1970-01-01 00:00:00.020190305,현금ㆍ현물배당결정,20190305800925,50.0,2.43,10258995200.0,2018-12-31,2019-04-27,개최,2019-03-27,2019-03-05,18012.0,0
동양,1520,1970-01-01 00:00:00.020180305,현금ㆍ현물배당결정,20180305800761,50.0,2.51,10372542600.0,2017-12-31,2018-04-27,개최,2018-03-27,2018-03-05,17647.0,0
동양,1520,1970-01-01 00:00:00.020170307,현금ㆍ현물배당결정,20170307800002,50.0,1.59,10608332050.0,2016-12-31,,개최,2017-03-24,2017-03-06,-1.0,1
동양,1520,1970-01-01 00:00:00.020160325,[기재정정]현금ㆍ현물배당결정,20160325800989,100.0,3.7,24616349050.0,2015-12-31,2016-03-30,개최,2016-03-30,2016-03-14,16889.0,0
삼익악기,2450,1970-01-01 00:00:00.020250228,현금ㆍ현물배당결정              ,20250228801303,50.0,4.2,3801545750.0,2024-12-31,,개최,2025-03-31,2025-02-28,-1.0,1
동양,1520,1970-01-01 00:00:00.020160314,현금ㆍ현물배당결정,20160314800732,100.0,3.7,24616349050.0,2015-12-31,,개최,2016-03-30,2016-03-14,-1.0,1
삼익악기,2450,1970-01-01 00:00:00.020240228,현금ㆍ현물배당결정              ,20240228800623,50.0,4.5,4051545750.0,2023-12-31,,개최,2024-03-29,2024-02-28,-1.0,1
삼익악기,2450,1970-01-01 00:00:00.020220210,현금ㆍ현물배당결정,20220210800313,50.0,2.7,4147203300.0,2021-12-31,,개최,2022-03-30,2022-02-10,-1.0,1
삼익악기,2450,1970-01-01 00:00:00.020230309,현금ㆍ현물배당결정,20230309800163,50.0,3.8,4051545750.0,2022-12-31,,개최,2023-03-30,2023-03-09,-1.0,1
삼익악기,2450,1970-01-01 00:00:00.020200207,현금ㆍ현물배당결정,20200207800373,50.0,2.7,4176545750.0,2019-12-31,,개최,2020-03-26,2020-02-07,-1.0,1
삼익악기,2450,1970-01-01 00:00:00.020210205,현금ㆍ현물배당결정,20210205800429,50.0,3.4,4176545750.0,2020-12-31,,개최,2021-03-30,2021-02-05,-1.0,1
삼익악기,2450,1970-01-01 00:00:00.020190201,현금ㆍ현물배당결정,20190201800135,50.0,2.9,4176545750.0,2018-12-31,,개최,2019-03-28,2018-02-01,-1.0,1
삼익악기,2450,1970-01-01 00:00:00.020180214,현금ㆍ현물배당결정,20180214800197,50.0,2.1,4276545750.0,2017-12-31,,개최,2018-03-29,2018-02-14,-1.0,1
삼익악기,2450,1970-01-01 00:00:00.020170228,현금ㆍ현물배당결정,20170228800236,50.0,1.9,3943212450.0,2016-12-31,,개최,2017-03-30,2017-02-28,-1.0,1
삼익악기,2450,1970-01-01 00:00:00.020150226,현금ㆍ현물배당결정,20150226800199,50.0,1.6,3943212450.0,2014-12-31,,개최,2015-03-27,2015-02-26,-1.0,1
삼익악기,2450,1970-01-01 00:00:00.020160201,현금ㆍ현물배당결정,20160201800486,50.0,1.5,3943212450.0,2015-12-31,,개최,2016-03-30,2016-02-01,-1.0,1
삼익악기,2450,1970-01-01 00:00:00.020140227,현금ㆍ현물배당결정,20140227800099,50.0,2.2,3276545850.0,2013-12-31,,개최,2014-03-28,2014-02-27,-1.0,1
고려산업,2140,1970-01-01 00:00:00.020250219,현금ㆍ현물배당결정              ,20250219800353,30.0,1.1,740142600.0,2024-12-31,2025-04-04,개최,2025-03-20,2025-02-19,20181.0,0
고려산업,2140,1970-01-01 00:00:00.020240220,현금ㆍ현물배당결정              ,20240220800195,25.0,0.8,616785500.0,2023-12-31,2024-04-05,개최,2024-03-21,2024-02-20,19817.0,0
고려산업,2140,1970-01-01 00:00:00.020220223,현금ㆍ현물배당결정,20220223800347,40.0,1.4,986856800.0,2021-12-31,2022-04-08,개최,2022-03-25,2022-02-23,19089.0,0
고려산업,2140,1970-01-01 00:00:00.020230220,현금ㆍ현물배당결정,20230220800453,25.0,0.7,616785500.0,2022-12-31,2023-04-07,개최,2023-03-24,2023-02-20,19453.0,0
고려산업,2140,1970-01-01 00:00:00.020200226,현금ㆍ현물배당결정,20200226800498,30.0,0.9,740142600.0,2019-12-31,2020-04-10,개최,2020-03-27,2020-02-26,18361.0,0
고려산업,2140,1970-01-01 00:00:00.020210224,현금ㆍ현물배당결정,20210224800212,35.0,0.9,863499700.0,2020-12-31,2021-04-09,개최,2021-03-26,2021-02-24,18725.0,0
고려산업,2140,1970-01-01 00:00:00.020190222,현금ㆍ현물배당결정,20190222800237,30.0,1.3,740142600.0,2018-12-31,2019-04-12,개최,2019-03-29,2019-02-22,17997.0,0
고려산업,2140,1970-01-01 00:00:00.020170223,현금ㆍ현물배당결정,20170223800160,30.0,0.5,724182600.0,2016-12-31,2017-04-04,개최,2017-03-24,2017-02-23,17259.0,0
고려산업,2140,1970-01-01 00:00:00.020180219,현금ㆍ현물배당결정,20180219800407,35.0,1.3,863499700.0,2017-12-31,2018-04-06,개최,2018-03-23,2018-02-19,17626.0,0
고려산업,2140,1970-01-01 00:00:00.020160225,현금ㆍ현물배당결정,20160225800633,30.0,1.5,724182600.0,2015-12-31,2016-04-05,개최,2016-03-25,2016-02-25,16895.0,0
고려산업,2140,1970-01-01 00:00:00.020150226,현금ㆍ현물배당결정,20150226800080,45.0,2.2,1086273900.0,2014-12-31,,개최,2015-03-27,2015-02-26,-1.0,1
고려산업,2140,1970-01-01 00:00:00.020140213,현금ㆍ현물배당결정,20140213800066,25.0,2.2,603485500.0,2013-12-31,,개최,2014-03-21,2014-02-13,-1.0,1
고려산업,2140,1970-01-01 00:00:00.020130307,현금ㆍ현물배당결정,20130307801153,150.0,2.9,724182600.0,2012-12-31,,개최,2013-03-22,2013-03-07,-1.0,1
솔브레인홀딩스,36830,1970-01-01 00:00:00.020250410,[기재정정]현금ㆍ현물배당결정              ,20250410900934,220.0,0.66,4487800900.0,2025-03-31,,주주총회,2025-03-25,2025-02-07,-1.0,1
솔브레인홀딩스,36830,1970-01-01 00:00:00.020250207,현금ㆍ현물배당결정              ,20250207900809,220.0,0.66,4488492800.0,2025-03-31,,주주총회,2025-03-25,2025-02-07,-1.0,1
솔브레인홀딩스,36830,1970-01-01 00:00:00.020240207,현금ㆍ현물배당결정              ,20240207900469,200.0,0.44,4132318600.0,2023-12-31,,주주총회,2024-03-26,2024-02-07,-1.0,1
솔브레인홀딩스,36830,1970-01-01 00:00:00.020230201,현금ㆍ현물배당결정(자회사의 주요경영사항),20230201900718,2000.0,0.9,15509248000.0,2022-12-31,,주주총회,2023-03-29,2023-02-01,-1.0,1
솔브레인홀딩스,36830,1970-01-01 00:00:00.020240202,현금ㆍ현물배당결정(자회사의 주요경영사항),20240202900822,2000.0,0.67,15486284000.0,2023-12-31,,주주총회,2024-03-26,2024-02-02,-1.0,1
솔브레인홀딩스,36830,1970-01-01 00:00:00.020230209,현금ㆍ현물배당결정,20230209900937,170.0,0.66,3512470810.0,2022-12-31,,주주총회,2023-03-29,2023-02-09,-1.0,1
솔브레인홀딩스,36830,1970-01-01 00:00:00.020220209,현금ㆍ현물배당결정,20220209900939,150.0,0.4,3099238950.0,2021-12-31,,주주총회,2022-03-29,2022-02-09,-1.0,1
솔브레인홀딩스,36830,1970-01-01 00:00:00.020220127,현금ㆍ현물배당결정(자회사의 주요경영사항),20220127900315,1950.0,0.7,15143965200.0,2021-12-31,,주주총회,2022-03-29,2022-01-27,-1.0,1
솔브레인홀딩스,36830,1970-01-01 00:00:00.020190208,현금ㆍ현물배당결정,20190208900689,750.0,1.6,12654013500.0,2018-12-31,,주주총회,2019-03-26,2019-02-08,-1.0,1
